Date,Price,Open,High,Low,Vol.,Change %
10/12/2022,"8,533.00","8,000.00","8,600.00","7,867.00",2.77M,4.06%
10/11/2022,"8,200.00","8,333.00","8,333.00","7,900.00",3.49M,-3.15%
10/10/2022,"8,467.00","8,367.00","8,467.00","8,067.00",3.46M,0.00%
10/7/2022,"8,467.00","8,833.00","8,933.00","8,433.00",4.22M,-6.62%
10/6/2022,"9,067.00","9,700.00","9,700.00","8,933.00",1.58M,-5.55%
10/5/2022,"9,600.00","9,433.00","9,667.00","9,433.00",708.60K,2.13%
10/4/2022,"9,400.00","9,600.00","9,733.00","9,367.00",1.23M,-1.75%
10/3/2022,"9,567.00","10,133.00","10,267.00","9,500.00",1.27M,-6.21%
9/30/2022,"10,200.00","10,067.00","10,200.00","9,867.00",1.45M,0.00%
9/29/2022,"10,200.00","10,433.00","10,633.00","10,200.00",1.05M,-1.92%
9/28/2022,"10,400.00","10,500.00","10,533.00","10,400.00",797.70K,-0.95%
9/27/2022,"10,500.00","10,500.00","10,600.00","10,400.00",741.70K,0.00%
9/26/2022,"10,500.00","10,800.00","10,800.00","10,400.00",2.07M,-3.67%
9/23/2022,"10,900.00","10,867.00","10,933.00","10,767.00",655.50K,1.56%
9/22/2022,"10,733.00","10,733.00","11,067.00","10,700.00",4.55M,-0.62%
9/21/2022,"10,800.00","10,933.00","10,933.00","10,767.00",756.40K,-1.52%
9/20/2022,"10,967.00","10,867.00","11,000.00","10,767.00",1.01M,1.55%
9/19/2022,"10,800.00","11,100.00","11,100.00","10,767.00",2.01M,-2.99%
9/16/2022,"11,133.00","11,267.00","11,267.00","11,067.00",1.88M,-1.19%
9/15/2022,"11,267.00","11,333.00","11,400.00","11,267.00",1.45M,-0.58%
9/14/2022,"11,333.00","11,267.00","11,333.00","11,167.00",1.40M,-0.59%
9/13/2022,"11,400.00","11,367.00","11,433.00","11,367.00",2.19M,0.29%
9/12/2022,"11,367.00","11,433.00","11,467.00","11,333.00",796.20K,0.00%
9/9/2022,"11,367.00","11,333.00","11,367.00","11,133.00",1.13M,0.59%
9/8/2022,"11,300.00","11,433.00","11,533.00","11,300.00",1.89M,-0.88%
9/7/2022,"11,400.00","11,767.00","11,800.00","11,400.00",2.59M,-2.84%
9/6/2022,"11,733.00","11,733.00","11,900.00","11,667.00",1.56M,0.28%
9/5/2022,"11,700.00","11,800.00","11,900.00","11,667.00",1.14M,-0.57%
8/31/2022,"11,767.00","11,667.00","11,867.00","11,633.00",1.06M,0.86%
8/30/2022,"11,667.00","11,900.00","11,900.00","11,633.00",1.42M,-0.56%
8/29/2022,"11,733.00","11,733.00","11,867.00","11,533.00",2.08M,-1.68%
8/26/2022,"11,933.00","12,033.00","12,133.00","11,867.00",2.37M,0.00%
8/25/2022,"11,933.00","11,867.00","12,000.00","11,800.00",2.42M,1.13%
8/24/2022,"11,800.00","11,767.00","11,867.00","11,767.00",1.46M,0.57%
8/23/2022,"11,733.00","11,567.00","11,767.00","11,533.00",1.48M,0.86%
8/22/2022,"11,633.00","11,933.00","12,000.00","11,633.00",3.03M,-2.79%
8/19/2022,"11,967.00","12,067.00","12,067.00","11,900.00",1.98M,0.00%
8/18/2022,"11,967.00","12,067.00","12,100.00","11,933.00",1.97M,-1.37%
8/17/2022,"12,133.00","12,167.00","12,200.00","12,067.00",2.07M,-0.28%
8/16/2022,"12,167.00","12,267.00","12,267.00","12,067.00",2.31M,-0.82%
8/15/2022,"12,267.00","12,067.00","12,300.00","12,067.00",4.25M,1.94%
8/12/2022,"12,033.00","12,067.00","12,067.00","11,900.00",1.55M,0.00%
8/11/2022,"12,033.00","12,200.00","12,233.00","11,967.00",3.45M,-0.28%
8/10/2022,"12,067.00","12,000.00","12,133.00","12,000.00",2.47M,0.00%
8/9/2022,"12,067.00","12,133.00","12,267.00","12,033.00",2.20M,-0.27%
8/8/2022,"12,100.00","12,033.00","12,100.00","11,933.00",2.27M,1.11%
8/5/2022,"11,967.00","12,100.00","12,100.00","11,967.00",2.54M,-1.10%
8/4/2022,"12,100.00","12,133.00","12,300.00","12,100.00",3.50M,0.00%
8/3/2022,"12,100.00","12,067.00","12,133.00","11,933.00",3.79M,0.27%
8/2/2022,"12,067.00","12,067.00","12,167.00","12,000.00",2.52M,0.00%
8/1/2022,"12,067.00","11,933.00","12,167.00","11,900.00",4.24M,-0.27%
7/29/2022,"12,100.00","12,100.00","12,133.00","11,867.00",2.70M,1.40%
7/28/2022,"11,933.00","11,833.00","12,067.00","11,700.00",4.98M,1.99%
7/27/2022,"11,700.00","11,633.00","11,700.00","11,500.00",1.39M,0.28%
7/26/2022,"11,667.00","11,733.00","11,733.00","11,633.00",855.00K,-0.56%
7/25/2022,"11,733.00","11,700.00","11,800.00","11,600.00",1.03M,0.00%
7/22/2022,"11,733.00","11,633.00","11,800.00","11,600.00",1.72M,0.86%
7/21/2022,"11,633.00","11,667.00","11,867.00","11,533.00",1.63M,-0.29%
7/20/2022,"11,667.00","11,633.00","11,800.00","11,567.00",1.66M,1.45%
7/19/2022,"11,500.00","11,567.00","11,600.00","11,400.00",973.00K,-0.86%
7/18/2022,"11,600.00","11,733.00","11,833.00","11,533.00",1.61M,-0.28%
7/15/2022,"11,633.00","11,800.00","11,833.00","11,600.00",1.56M,-1.69%
7/14/2022,"11,833.00","11,667.00","11,833.00","11,633.00",1.09M,0.00%
7/13/2022,"11,833.00","11,400.00","11,933.00","11,400.00",2.71M,3.80%
7/12/2022,"11,400.00","11,267.00","11,533.00","11,267.00",1.86M,2.09%
7/11/2022,"11,167.00","11,000.00","11,300.00","11,000.00",2.46M,1.52%
7/8/2022,"11,000.00","11,267.00","11,267.00","11,000.00",1.53M,-0.61%
7/7/2022,"11,067.00","11,033.00","11,167.00","10,933.00",973.90K,0.31%
7/6/2022,"11,033.00","11,100.00","11,333.00","11,033.00",819.30K,-3.22%
7/5/2022,"11,400.00","11,433.00","11,533.00","11,200.00",1.84M,0.29%
7/4/2022,"11,367.00","11,400.00","11,533.00","11,300.00",1.01M,0.00%
7/1/2022,"11,367.00","11,100.00","11,367.00","10,900.00",1.74M,1.49%
6/30/2022,"11,200.00","11,633.00","11,867.00","11,200.00",1.72M,-3.72%
6/29/2022,"11,633.00","11,267.00","11,800.00","11,267.00",1.51M,0.87%
6/28/2022,"11,533.00","11,133.00","11,567.00","11,133.00",2.92M,4.21%
6/27/2022,"11,067.00","11,133.00","11,233.00","11,000.00",976.60K,0.00%
