Date,Price,Open,High,Low,Vol.,Change %
7/22/2021,"28,000.00","27,850.00","28,150.00","27,650.00",16.62M,0.54%
7/21/2021,"27,850.00","28,300.00","28,400.00","27,800.00",14.14M,-0.89%
7/20/2021,"28,100.00","27,800.00","28,100.00","27,200.00",23.88M,2.18%
7/19/2021,"27,500.00","27,500.00","27,950.00","26,700.00",38.56M,-3.34%
7/16/2021,"28,450.00","28,900.00","29,100.00","28,400.00",19.47M,-1.22%
7/15/2021,"28,800.00","27,100.00","28,800.00","27,100.00",25.37M,5.11%
7/14/2021,"27,400.00","28,700.00","28,700.00","27,000.00",25.27M,-4.53%
7/13/2021,"28,700.00","28,800.00","29,000.00","28,050.00",18.44M,1.06%
7/12/2021,"28,400.00","29,150.00","29,200.00","27,100.00",62.62M,-2.41%
7/9/2021,"29,100.00","30,000.00","30,500.00","29,000.00",38.41M,-3.64%
7/8/2021,"30,200.00","31,000.00","31,300.00","30,100.00",32.24M,-2.74%
7/7/2021,"31,050.00","30,650.00","31,150.00","30,000.00",41.48M,2.31%
7/6/2021,"30,350.00","32,800.00","33,100.00","30,350.00",38.58M,-6.90%
7/5/2021,"32,600.00","31,600.00","32,600.00","30,900.00",53.69M,3.49%
7/2/2021,"31,500.00","31,100.00","31,950.00","31,100.00",41.48M,1.61%
7/1/2021,"31,000.00","30,600.00","31,250.00","30,450.00",29.59M,1.31%
6/30/2021,"30,600.00","30,950.00","31,400.00","30,500.00",16.50M,-1.29%
6/29/2021,"31,000.00","30,500.00","31,500.00","30,400.00",36.07M,2.65%
6/28/2021,"30,200.00","29,800.00","30,400.00","29,450.00",19.30M,2.37%
6/25/2021,"29,500.00","29,000.00","29,500.00","28,900.00",15.57M,1.72%
6/24/2021,"29,000.00","29,750.00","29,900.00","28,850.00",21.75M,-2.52%
6/23/2021,"29,750.00","30,200.00","30,350.00","29,750.00",24.11M,-1.49%
6/22/2021,"30,200.00","30,150.00","30,750.00","29,850.00",25.19M,1.17%
6/21/2021,"29,850.00","29,500.00","30,300.00","29,350.00",24.07M,0.67%
6/18/2021,"29,650.00","29,900.00","30,100.00","29,500.00",16.99M,0.85%
6/17/2021,"29,400.00","28,550.00","29,650.00","28,550.00",19.58M,0.68%
6/16/2021,"29,200.00","29,600.00","30,200.00","29,000.00",30.69M,-2.99%
6/15/2021,"30,100.00","30,800.00","30,800.00","29,800.00",29.66M,-2.27%
6/14/2021,"30,800.00","30,700.00","31,300.00","30,400.00",26.89M,0.98%
6/11/2021,"30,500.00","29,100.00","30,800.00","28,800.00",36.44M,5.54%
6/10/2021,"28,900.00","29,600.00","30,050.00","28,800.00",23.98M,-2.36%
6/9/2021,"29,600.00","28,500.00","30,350.00","28,000.00",37.52M,3.50%
6/8/2021,"28,600.00","30,200.00","31,300.00","28,600.00",47.30M,-6.84%
6/7/2021,"30,700.00","31,800.00","32,000.00","30,000.00",38.82M,-4.51%
6/4/2021,"32,150.00","32,200.00","33,000.00","31,800.00",37.48M,-1.83%
6/3/2021,"32,750.00","33,200.00","33,200.00","32,200.00",30.95M,1.71%
6/2/2021,"32,200.00","31,600.00","32,400.00","31,200.00",51.66M,-0.62%
6/1/2021,"32,400.00","33,500.00","33,550.00","32,350.00",47.06M,-4.14%
5/31/2021,"33,800.00","32,150.00","33,900.00","31,900.00",42.13M,6.12%
5/28/2021,"31,850.00","30,400.00","31,850.00","30,000.00",73.84M,6.88%
5/27/2021,"29,800.00","29,550.00","30,300.00","29,000.00",46.75M,1.02%
