Date,Price,Open,High,Low,Vol.,Change %
10/28/2021,"31,538.50","31,657.20","31,815.50","31,419.70",1.56M,-0.13%
10/27/2021,"31,578.00","31,063.60","31,617.60","31,063.60",1.78M,1.79%
10/26/2021,"31,024.00","31,024.00","31,182.30","30,984.50",688.20K,0.00%
10/25/2021,"31,024.00","31,340.60","31,340.60","31,024.00",1.12M,-0.25%
10/22/2021,"31,103.20","31,261.50","31,419.70","31,103.20",1.33M,-0.51%
10/21/2021,"31,261.50","31,459.30","31,578.00","31,261.50",795.10K,-0.63%
10/20/2021,"31,459.30","31,696.70","31,815.50","31,103.20",1.36M,-0.75%
10/19/2021,"31,696.70","31,103.20","32,092.50","30,865.70",2.78M,1.91%
10/18/2021,"31,103.20","31,261.50","31,696.70","30,865.70",2.26M,-0.51%
10/15/2021,"31,261.50","31,301.00","31,538.50","31,261.50",1.39M,-0.13%
